story,text
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""She was as bright as possible--at least until after the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"ceremony."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And did you observe any change in her then?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, to tell the truth, I saw then the first signs that I had"
X. THE ADVENTURE OF THE NOBLE BACHELOR,ever seen that her temper was just a little sharp. The incident
X. THE ADVENTURE OF THE NOBLE BACHELOR,"however, was too trivial to relate and can have no possible"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"bearing upon the case."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Pray let us have it, for all that."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, it is childish. She dropped her bouquet as we went towards"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the vestry. She was passing the front pew at the time, and it"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"fell over into the pew. There was a moment's delay, but the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"gentleman in the pew handed it up to her again, and it did not"
X. THE ADVENTURE OF THE NOBLE BACHELOR,appear to be the worse for the fall. Yet when I spoke to her of
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the matter, she answered me abruptly; and in the carriage, on our"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"way home, she seemed absurdly agitated over this trifling cause."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Indeed! You say that there was a gentleman in the pew. Some of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the general public were present, then?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, yes. It is impossible to exclude them when the church is"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"open."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""This gentleman was not one of your wife's friends?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""No, no; I call him a gentleman by courtesy, but he was quite a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,common-looking person. I hardly noticed his appearance. But
X. THE ADVENTURE OF THE NOBLE BACHELOR,"really I think that we are wandering rather far from the point."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Lady St. Simon, then, returned from the wedding in a less"
X. THE ADVENTURE OF THE NOBLE BACHELOR,cheerful frame of mind than she had gone to it. What did she do
X. THE ADVENTURE OF THE NOBLE BACHELOR,"on re-entering her father's house?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I saw her in conversation with her maid."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And who is her maid?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Alice is her name. She is an American and came from California"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"with her."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""A confidential servant?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""A little too much so. It seemed to me that her mistress allowed"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"her to take great liberties. Still, of course, in America they"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"look upon these things in a different way."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""How long did she speak to this Alice?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, a few minutes. I had something else to think of."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""You did not overhear what they said?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Lady St. Simon said something about 'jumping a claim.' She was"
X. THE ADVENTURE OF THE NOBLE BACHELOR,accustomed to use slang of the kind. I have no idea what she
X. THE ADVENTURE OF THE NOBLE BACHELOR,"meant."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""American slang is very expressive sometimes. And what did your"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wife do when she finished speaking to her maid?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""She walked into the breakfast-room."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""On your arm?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""No, alone. She was very independent in little matters like that."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Then, after we had sat down for ten minutes or so, she rose"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"hurriedly, muttered some words of apology, and left the room. She"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"never came back."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""But this maid, Alice, as I understand, deposes that she went to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"her room, covered her bride's dress with a long ulster, put on a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"bonnet, and went out."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Quite so. And she was afterwards seen walking into Hyde Park in"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"company with Flora Millar, a woman who is now in custody, and who"
X. THE ADVENTURE OF THE NOBLE BACHELOR,had already made a disturbance at Mr. Doran's house that
X. THE ADVENTURE OF THE NOBLE BACHELOR,"morning."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Ah, yes. I should like a few particulars as to this young lady,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"and your relations to her."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,Lord St. Simon shrugged his shoulders and raised his eyebrows.
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""We have been on a friendly footing for some years--I may say on"
X. THE ADVENTURE OF THE NOBLE BACHELOR,a very friendly footing. She used to be at the Allegro. I have
X. THE ADVENTURE OF THE NOBLE BACHELOR,"not treated her ungenerously, and she had no just cause of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"complaint against me, but you know what women are, Mr. Holmes."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Flora was a dear little thing, but exceedingly hot-headed and"
X. THE ADVENTURE OF THE NOBLE BACHELOR,devotedly attached to me. She wrote me dreadful letters when she
X. THE ADVENTURE OF THE NOBLE BACHELOR,"heard that I was about to be married, and, to tell the truth, the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,reason why I had the marriage celebrated so quietly was that I
X. THE ADVENTURE OF THE NOBLE BACHELOR,feared lest there might be a scandal in the church. She came to
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Mr. Doran's door just after we returned, and she endeavoured to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"push her way in, uttering very abusive expressions towards my"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wife, and even threatening her, but I had foreseen the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"possibility of something of the sort, and I had two police"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"fellows there in private clothes, who soon pushed her out again."
X. THE ADVENTURE OF THE NOBLE BACHELOR,She was quiet when she saw that there was no good in making a
X. THE ADVENTURE OF THE NOBLE BACHELOR,"row."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Did your wife hear all this?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""No, thank goodness, she did not."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And she was seen walking with this very woman afterwards?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes. That is what Mr. Lestrade, of Scotland Yard, looks upon as"
X. THE ADVENTURE OF THE NOBLE BACHELOR,so serious. It is thought that Flora decoyed my wife out and laid
X. THE ADVENTURE OF THE NOBLE BACHELOR,"some terrible trap for her."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, it is a possible supposition."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""You think so, too?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I did not say a probable one. But you do not yourself look upon"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"this as likely?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I do not think Flora would hurt a fly."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Still, jealousy is a strange transformer of characters. Pray"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"what is your own theory as to what took place?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, really, I came to seek a theory, not to propound one. I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"have given you all the facts. Since you ask me, however, I may"
X. THE ADVENTURE OF THE NOBLE BACHELOR,say that it has occurred to me as possible that the excitement of
X. THE ADVENTURE OF THE NOBLE BACHELOR,"this affair, the consciousness that she had made so immense a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"social stride, had the effect of causing some little nervous"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"disturbance in my wife."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""In short, that she had become suddenly deranged?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, really, when I consider that she has turned her back--I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"will not say upon me, but upon so much that many have aspired to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"without success--I can hardly explain it in any other fashion."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, certainly that is also a conceivable hypothesis,"" said"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Holmes, smiling. ""And now, Lord St. Simon, I think that I have"
X. THE ADVENTURE OF THE NOBLE BACHELOR,nearly all my data. May I ask whether you were seated at the
X. THE ADVENTURE OF THE NOBLE BACHELOR,"breakfast-table so that you could see out of the window?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""We could see the other side of the road and the Park."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Quite so. Then I do not think that I need to detain you longer."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"I shall communicate with you."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Should you be fortunate enough to solve this problem,"" said our"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"client, rising."
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I have solved it."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Eh? What was that?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I say that I have solved it."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Where, then, is my wife?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""That is a detail which I shall speedily supply."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Lord St. Simon shook his head. ""I am afraid that it will take"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wiser heads than yours or mine,"" he remarked, and bowing in a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"stately, old-fashioned manner he departed."
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""It is very good of Lord St. Simon to honour my head by putting"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"it on a level with his own,"" said Sherlock Holmes, laughing. ""I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,think that I shall have a whisky and soda and a cigar after all
X. THE ADVENTURE OF THE NOBLE BACHELOR,this cross-questioning. I had formed my conclusions as to the
X. THE ADVENTURE OF THE NOBLE BACHELOR,"case before our client came into the room."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""My dear Holmes!"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I have notes of several similar cases, though none, as I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"remarked before, which were quite as prompt. My whole examination"
X. THE ADVENTURE OF THE NOBLE BACHELOR,served to turn my conjecture into a certainty. Circumstantial
X. THE ADVENTURE OF THE NOBLE BACHELOR,"evidence is occasionally very convincing, as when you find a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"trout in the milk, to quote Thoreau's example."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""But I have heard all that you have heard."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Without, however, the knowledge of pre-existing cases which"
X. THE ADVENTURE OF THE NOBLE BACHELOR,serves me so well. There was a parallel instance in Aberdeen some
X. THE ADVENTURE OF THE NOBLE BACHELOR,"years back, and something on very much the same lines at Munich"
X. THE ADVENTURE OF THE NOBLE BACHELOR,the year after the Franco-Prussian War. It is one of these
X. THE ADVENTURE OF THE NOBLE BACHELOR,"cases--but, hullo, here is Lestrade! Good-afternoon, Lestrade!"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"You will find an extra tumbler upon the sideboard, and there are"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"cigars in the box."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"The official detective was attired in a pea-jacket and cravat,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"which gave him a decidedly nautical appearance, and he carried a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,black canvas bag in his hand. With a short greeting he seated
X. THE ADVENTURE OF THE NOBLE BACHELOR,himself and lit the cigar which had been offered to him.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""What's up, then?"" asked Holmes with a twinkle in his eye. ""You"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"look dissatisfied."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And I feel dissatisfied. It is this infernal St. Simon marriage"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"case. I can make neither head nor tail of the business."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Really! You surprise me."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Who ever heard of such a mixed affair? Every clue seems to slip"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"through my fingers. I have been at work upon it all day."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And very wet it seems to have made you,"" said Holmes laying his"
X. THE ADVENTURE OF THE NOBLE BACHELOR,hand upon the arm of the pea-jacket.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes, I have been dragging the Serpentine."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""In heaven's name, what for?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""In search of the body of Lady St. Simon."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,Sherlock Holmes leaned back in his chair and laughed heartily.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Have you dragged the basin of Trafalgar Square fountain?"" he"
X. THE ADVENTURE OF THE NOBLE BACHELOR,asked.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Why? What do you mean?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Because you have just as good a chance of finding this lady in"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the one as in the other."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Lestrade shot an angry glance at my companion. ""I suppose you"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"know all about it,"" he snarled."
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Well, I have only just heard the facts, but my mind is made up."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, indeed! Then you think that the Serpentine plays no part in"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the matter?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I think it very unlikely."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Then perhaps you will kindly explain how it is that we found"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"this in it?"" He opened his bag as he spoke, and tumbled onto the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"floor a wedding-dress of watered silk, a pair of white satin"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"shoes and a bride's wreath and veil, all discoloured and soaked"
